name,email,password,school,sex,age,first_year_marks_percentage,second_year_marks_percentage,third_year_marks_percentage,first_year_attendance,second_year_attendance,overall_performance,attendance_improvement,total_courses_enrolled,average_course_completion,Web Development_enrolled,PowerBI_enrolled,C++ DSA_enrolled,Python_enrolled,Java_enrolled,MongoDB_enrolled,Machine Learning_enrolled,Web Development_completion,PowerBI_completion,C++ DSA_completion,Python_completion,Java_completion,MongoDB_completion,Machine Learning_completion
Ram,ram@gmail.com,ram1534,GP,M,17,40.0,40.0,40.0,87.0,91.0,40.0,4.0,4,15.571428571428571,1,0,0,1,1,0,1,23,0,0,27,9,0,50
Vivek,vivek@gmail.com,vivek8566,GP,M,17,55.00000000000001,45.0,50.0,70.0,73.0,50.0,3.0,3,20.142857142857142,0,0,1,1,0,0,1,0,0,52,89,0,0,0
Preeti,preeti@gmail.com,preeti2867,GP,F,18,60.0,60.0,60.0,80.0,82.0,60.0,2.0,4,29.285714285714285,1,1,0,0,1,1,0,13,57,0,0,80,55,0
Preeti,preeti@gmail.com,preeti9581,GP,F,18,35.0,40.0,45.0,50.0,50.0,40.0,0.0,4,37.142857142857146,1,1,0,1,0,0,1,95,50,0,35,0,0,80
Khushi,khushi@gmail.com,khushi5857,GP,F,17,55.00000000000001,50.0,60.0,100.0,100.0,55.0,0.0,3,16.714285714285715,0,1,0,1,0,1,0,0,62,0,21,0,34,0
Anshul,anshul@gmail.com,anshul1892,GP,M,17,60.0,50.0,55.00000000000001,74.0,76.0,55.0,2.0,3,25.571428571428573,0,1,0,0,1,0,1,0,62,0,0,64,0,53
Varsha,varsha@gmail.com,varsha9650,GP,F,18,85.0,85.0,90.0,59.0,60.0,86.66666666666667,1.0,3,13.714285714285714,0,0,0,1,1,0,1,0,0,0,38,53,0,5
Preeti,preeti@gmail.com,preeti2339,GP,F,17,65.0,60.0,60.0,75.0,75.0,61.666666666666664,0.0,5,33.714285714285715,0,1,1,1,1,0,1,0,74,33,30,32,0,67
Abdul,abdul@gmail.com,abdul6776,GP,M,18,75.0,70.0,70.0,88.0,90.0,71.66666666666667,2.0,3,16.142857142857142,0,0,1,0,0,1,1,0,0,37,0,0,52,24
Vivek,vivek@gmail.com,vivek3058,GP,M,18,70.0,60.0,70.0,54.0,59.0,66.66666666666667,5.0,4,41.57142857142857,1,0,0,0,1,1,1,37,0,0,0,71,89,94
Piyush,piyush@gmail.com,piyush3704,GP,M,18,60.0,55.00000000000001,55.00000000000001,67.0,63.0,56.666666666666664,-4.0,3,13.714285714285714,0,1,0,1,0,0,1,0,6,0,67,0,0,23
Preeti,preeti@gmail.com,preeti9532,GP,F,17,80.0,80.0,80.0,96.0,94.0,80.0,-2.0,4,35.285714285714285,0,1,0,1,0,1,1,0,87,0,95,0,14,51
Mary,mary@gmail.com,mary8533,GP,F,18,60.0,60.0,65.0,68.0,64.0,61.666666666666664,-4.0,4,37.42857142857143,1,1,0,1,0,1,0,51,56,0,76,0,79,0
Varsha,varsha@gmail.com,varsha6700,GP,F,17,90.0,90.0,90.0,76.0,78.0,90.0,2.0,3,23.571428571428573,1,1,0,1,0,0,0,61,79,0,25,0,0,0
Ansh,ansh@gmail.com,ansh7772,GP,M,18,70.0,65.0,70.0,68.0,71.0,68.33333333333333,3.0,4,38.0,1,1,0,1,0,0,1,90,73,0,18,0,0,85
Vivek,vivek@gmail.com,vivek4860,GP,M,17,65.0,55.00000000000001,50.0,55.0,55.0,56.666666666666664,0.0,5,45.42857142857143,1,0,1,1,1,0,1,54,0,61,77,31,0,95
Manisha,manisha@gmail.com,manisha6474,GP,F,19,50.0,45.0,0.0,84.0,79.0,31.666666666666668,-5.0,5,27.142857142857142,0,1,0,1,1,1,1,0,4,0,43,44,37,62
Manisha,manisha@gmail.com,manisha4168,GP,F,18,50.0,40.0,40.0,75.0,71.0,43.333333333333336,-4.0,4,20.142857142857142,0,1,0,1,1,0,1,0,33,0,13,84,0,11
Manisha,manisha@gmail.com,manisha2386,GP,F,18,75.0,70.0,75.0,91.0,87.0,73.33333333333333,-4.0,3,30.857142857142858,1,1,0,0,1,0,0,96,32,0,0,88,0,0
Anshul,anshul@gmail.com,anshul6171,GP,M,18,80.0,75.0,80.0,89.0,88.0,78.33333333333333,-1.0,3,21.428571428571427,1,0,0,1,0,1,0,27,0,0,74,0,49,0
Mary,mary@gmail.com,mary2230,GP,F,18,60.0,50.0,55.00000000000001,70.0,70.0,55.0,0.0,4,35.714285714285715,0,1,0,1,0,1,1,0,89,0,10,0,86,65
Ansh,ansh@gmail.com,ansh5138,GP,M,17,55.00000000000001,55.00000000000001,50.0,63.0,68.0,53.333333333333336,5.0,3,22.0,0,1,0,0,1,0,1,0,27,0,0,78,0,49
Mary,mary@gmail.com,mary9767,GP,F,17,75.0,60.0,70.0,79.0,84.0,68.33333333333333,5.0,4,32.857142857142854,0,1,0,1,1,1,0,0,91,0,14,69,56,0
Khushi,khushi@gmail.com,khushi3149,GP,F,17,85.0,85.0,90.0,82.0,79.0,86.66666666666667,-3.0,4,34.0,1,1,0,1,0,1,0,24,39,0,99,0,76,0
Anshul,anshul@gmail.com,anshul2511,GP,M,19,80.0,75.0,70.0,95.0,90.0,75.0,-5.0,4,22.714285714285715,1,1,0,1,0,1,0,28,36,0,37,0,58,0
Mary,mary@gmail.com,mary9035,GP,F,18,70.0,60.0,60.0,78.0,73.0,63.333333333333336,-5.0,5,28.285714285714285,1,1,0,1,1,1,0,75,56,0,1,57,9,0
Karan,karan@gmail.com,karan7409,GP,M,20,90.0,95.0,95.0,94.0,95.0,93.33333333333333,1.0,3,24.714285714285715,0,0,1,1,0,1,0,0,0,72,75,0,26,0
Ram,ram@gmail.com,ram1567,GP,M,19,45.0,50.0,45.0,96.0,97.0,46.666666666666664,1.0,3,18.571428571428573,0,0,0,1,0,1,1,0,0,0,44,0,9,77
Vivek,vivek@gmail.com,vivek4269,GP,M,19,70.0,55.00000000000001,55.00000000000001,53.0,49.0,60.0,-4.0,4,30.428571428571427,1,1,0,0,1,0,1,48,15,0,0,94,0,56
Khushi,khushi@gmail.com,khushi2282,GP,F,19,60.0,50.0,50.0,79.0,82.0,53.333333333333336,3.0,4,37.42857142857143,0,1,1,0,0,1,1,0,52,31,0,0,79,100
Mary,mary@gmail.com,mary9580,GP,F,19,45.0,45.0,0.0,60.0,57.0,30.0,-3.0,5,32.42857142857143,0,0,1,1,1,1,1,0,0,24,96,57,36,14
Khushi,khushi@gmail.com,khushi4249,GP,F,19,70.0,60.0,65.0,88.0,85.0,65.0,-3.0,5,40.285714285714285,1,1,0,1,0,1,1,87,98,0,31,0,44,22
Piyush,piyush@gmail.com,piyush5975,GP,M,19,65.0,55.00000000000001,55.00000000000001,73.0,68.0,58.333333333333336,-5.0,5,37.857142857142854,1,1,0,1,0,1,1,92,3,0,34,0,82,54
Manisha,manisha@gmail.com,manisha8436,GP,F,19,65.0,50.0,55.00000000000001,70.0,65.0,56.666666666666664,-5.0,3,13.142857142857142,1,1,0,1,0,0,0,55,27,0,10,0,0,0
Varsha,varsha@gmail.com,varsha2073,GP,F,19,80.0,70.0,70.0,96.0,96.0,73.33333333333333,0.0,4,17.428571428571427,1,0,1,1,0,0,1,5,0,4,16,0,0,97
Manisha,manisha@gmail.com,manisha1310,GP,F,19,65.0,55.00000000000001,55.00000000000001,71.0,71.0,58.333333333333336,0.0,5,23.142857142857142,1,0,1,0,1,1,1,4,0,23,0,86,22,27
Varsha,varsha@gmail.com,varsha1789,GP,F,18,40.0,40.0,0.0,82.0,82.0,26.666666666666668,0.0,5,28.428571428571427,1,1,1,0,1,1,0,38,66,28,0,32,35,0
Manisha,manisha@gmail.com,manisha3968,GP,F,18,45.0,50.0,45.0,90.0,90.0,46.666666666666664,0.0,4,24.0,1,0,1,0,1,1,0,83,0,75,0,3,7,0
Khushi,khushi@gmail.com,khushi8952,GP,F,17,55.00000000000001,55.00000000000001,50.0,66.0,69.0,53.333333333333336,3.0,4,14.857142857142858,1,1,0,0,1,0,1,8,32,0,0,8,0,56
Preeti,preeti@gmail.com,preeti9610,GP,F,18,60.0,60.0,60.0,95.0,94.0,60.0,-1.0,4,32.142857142857146,1,0,0,1,1,0,1,35,0,0,89,68,0,33
Varsha,varsha@gmail.com,varsha9415,GP,F,17,60.0,60.0,60.0,50.0,52.0,60.0,2.0,4,34.714285714285715,1,0,0,1,1,0,1,72,0,0,72,23,0,76
Preeti,preeti@gmail.com,preeti9609,GP,F,17,55.00000000000001,45.0,45.0,61.0,58.0,48.333333333333336,-3.0,4,22.428571428571427,1,1,0,1,0,1,0,32,73,0,51,0,1,0
Khushi,khushi@gmail.com,khushi6165,GP,F,17,55.00000000000001,55.00000000000001,55.00000000000001,70.0,75.0,55.00000000000001,5.0,5,28.428571428571427,1,1,1,1,0,1,0,21,25,20,41,0,92,0
Manisha,manisha@gmail.com,manisha8019,GP,F,17,60.0,70.0,75.0,62.0,64.0,68.33333333333333,2.0,5,32.0,1,1,1,1,0,0,1,44,100,31,41,0,0,8
Preeti,preeti@gmail.com,preeti9300,GP,F,17,80.0,75.0,75.0,75.0,70.0,76.66666666666667,-5.0,3,17.571428571428573,0,1,0,1,1,0,0,0,59,0,50,14,0,0
Anshul,anshul@gmail.com,anshul3863,GP,M,18,45.0,60.0,55.00000000000001,85.0,85.0,53.333333333333336,0.0,5,17.428571428571427,0,1,1,1,1,1,0,0,8,23,43,47,1,0
Piyush,piyush@gmail.com,piyush9524,GP,M,17,70.0,75.0,80.0,83.0,83.0,75.0,0.0,4,44.142857142857146,1,1,0,0,1,1,0,96,67,0,0,60,86,0
Piyush,piyush@gmail.com,piyush5395,GP,M,17,50.0,45.0,45.0,50.0,46.0,46.666666666666664,-4.0,3,20.428571428571427,0,0,1,0,1,0,1,0,0,22,0,96,0,25
Khushi,khushi@gmail.com,khushi3205,GP,F,17,50.0,45.0,45.0,74.0,71.0,46.666666666666664,-3.0,3,28.142857142857142,1,0,0,1,1,0,0,82,0,0,50,65,0,0
Mary,mary@gmail.com,mary9798,GP,F,17,70.0,70.0,70.0,67.0,69.0,70.0,2.0,4,33.285714285714285,1,0,1,1,0,0,1,100,0,14,42,0,0,77
Karan,karan@gmail.com,karan6087,GP,M,18,40.0,35.0,35.0,57.0,62.0,36.666666666666664,5.0,3,22.428571428571427,0,0,1,1,0,1,0,0,0,57,73,0,27,0
Preeti,preeti@gmail.com,preeti9707,GP,F,17,60.0,70.0,70.0,65.0,62.0,66.66666666666667,-3.0,5,33.857142857142854,1,0,1,1,1,1,0,56,0,80,1,31,69,0
Preeti,preeti@gmail.com,preeti6129,GP,F,18,35.0,0.0,0.0,69.0,72.0,11.666666666666666,3.0,5,30.428571428571427,0,1,1,1,1,1,0,0,98,18,42,23,32,0
Khushi,khushi@gmail.com,khushi6768,GP,F,18,40.0,40.0,0.0,89.0,94.0,26.666666666666668,5.0,4,33.0,1,0,1,0,1,0,1,53,0,47,0,36,0,95
Varsha,varsha@gmail.com,varsha1603,GP,F,18,45.0,40.0,-5.0,56.0,54.0,26.666666666666668,-2.0,5,34.142857142857146,1,1,1,0,1,0,1,15,18,80,0,27,0,99
Mary,mary@gmail.com,mary2611,GP,F,17,85.0,80.0,80.0,100.0,100.0,81.66666666666667,0.0,3,6.571428571428571,1,0,0,0,1,0,1,14,0,0,0,31,0,1
Varsha,varsha@gmail.com,varsha4920,GP,F,19,70.0,65.0,65.0,67.0,65.0,66.66666666666667,-2.0,4,24.142857142857142,1,0,0,1,0,1,1,39,0,0,34,0,84,12
Khushi,khushi@gmail.com,khushi9026,GP,F,17,35.0,40.0,0.0,82.0,80.0,25.0,-2.0,4,33.42857142857143,1,0,0,1,1,1,0,24,0,0,80,77,53,0
Khushi,khushi@gmail.com,khushi8163,GP,F,18,80.0,75.0,85.0,60.0,57.0,80.0,-3.0,5,25.714285714285715,0,0,1,1,1,1,1,0,0,87,23,5,30,35
Khushi,khushi@gmail.com,khushi1087,GP,F,17,45.0,50.0,50.0,60.0,62.0,48.333333333333336,2.0,3,19.714285714285715,1,0,0,1,1,0,0,55,0,0,45,38,0,0
Khushi,khushi@gmail.com,khushi3195,GP,F,19,55.00000000000001,60.0,55.00000000000001,80.0,75.0,56.666666666666664,-5.0,5,31.142857142857142,0,1,1,1,1,1,0,0,86,26,12,58,36,0
Ansh,ansh@gmail.com,ansh3220,GP,M,18,50.0,50.0,0.0,61.0,63.0,33.333333333333336,2.0,5,24.285714285714285,1,1,0,1,0,1,1,22,30,0,41,0,77,0
Karan,karan@gmail.com,karan4633,GP,M,18,85.0,80.0,80.0,98.0,100.0,81.66666666666667,2.0,5,44.57142857142857,0,1,1,1,1,1,0,0,51,12,83,81,85,0
Manisha,manisha@gmail.com,manisha8376,GP,F,17,45.0,40.0,0.0,65.0,68.0,28.333333333333332,3.0,5,37.42857142857143,1,1,1,0,1,0,1,78,47,17,0,74,0,46
Varsha,varsha@gmail.com,varsha2357,GP,F,18,50.0,45.0,45.0,54.0,56.0,46.666666666666664,2.0,4,30.0,0,1,1,1,1,0,0,0,27,44,46,93,0,0
Khushi,khushi@gmail.com,khushi4129,GP,F,18,65.0,65.0,70.0,89.0,91.0,66.66666666666667,2.0,4,29.428571428571427,1,0,0,1,1,1,0,73,0,0,73,8,52,0
Piyush,piyush@gmail.com,piyush7837,GP,M,18,80.0,75.0,80.0,80.0,84.0,78.33333333333333,4.0,5,34.285714285714285,1,1,1,0,1,0,1,56,61,2,0,34,0,87
Vivek,vivek@gmail.com,vivek9632,GP,M,18,55.00000000000001,55.00000000000001,50.0,92.0,90.0,53.333333333333336,-2.0,3,22.714285714285715,1,0,1,1,0,0,0,46,0,65,48,0,0,0
Mary,mary@gmail.com,mary1474,GP,F,17,60.0,70.0,70.0,59.0,64.0,66.66666666666667,5.0,4,23.857142857142858,1,0,0,1,1,1,0,25,0,0,17,82,43,0
Ansh,ansh@gmail.com,ansh2330,MS,M,18,55.00000000000001,65.0,65.0,73.0,73.0,61.666666666666664,0.0,3,19.857142857142858,0,0,1,1,0,0,1,0,0,51,48,0,0,40
Ansh,ansh@gmail.com,ansh6477,MS,M,19,40.0,35.0,40.0,79.0,77.0,38.333333333333336,-2.0,3,18.571428571428573,0,1,1,0,1,0,0,0,56,20,0,54,0,0
Vivek,vivek@gmail.com,vivek6692,MS,M,17,65.0,65.0,65.0,76.0,80.0,65.0,4.0,5,48.857142857142854,1,1,1,0,1,1,0,68,37,87,0,63,87,0
Karan,karan@gmail.com,karan2833,MS,M,18,45.0,40.0,45.0,97.0,99.0,43.333333333333336,2.0,4,24.571428571428573,0,0,1,1,1,0,1,0,0,22,21,62,0,67
Ram,ram@gmail.com,ram7572,MS,M,19,40.0,40.0,40.0,83.0,86.0,40.0,3.0,3,18.142857142857142,0,0,0,1,0,1,1,0,0,0,60,0,66,1
Piyush,piyush@gmail.com,piyush9315,MS,M,17,60.0,50.0,50.0,56.0,53.0,53.333333333333336,-3.0,4,25.857142857142858,0,1,0,1,0,1,1,0,27,0,31,0,91,32
Preeti,preeti@gmail.com,preeti4480,MS,F,18,50.0,45.0,45.0,78.0,75.0,46.666666666666664,-3.0,3,19.285714285714285,0,0,1,1,0,1,0,0,0,1,97,0,37,0
Khushi,khushi@gmail.com,khushi4684,MS,F,17,55.00000000000001,60.0,60.0,57.0,61.0,58.333333333333336,4.0,3,31.428571428571427,1,0,1,0,1,0,0,97,0,91,0,32,0,0
Manisha,manisha@gmail.com,manisha4368,MS,F,17,65.0,65.0,60.0,92.0,87.0,63.333333333333336,-5.0,5,38.142857142857146,0,1,1,1,0,1,1,0,87,39,85,0,22,34
Ansh,ansh@gmail.com,ansh7459,MS,M,18,50.0,50.0,50.0,76.0,81.0,50.0,5.0,4,29.285714285714285,1,0,1,0,1,0,1,11,0,98,0,32,0,64
Manisha,manisha@gmail.com,manisha8119,MS,F,18,90.0,80.0,80.0,62.0,62.0,83.33333333333333,0.0,3,25.714285714285715,1,0,1,0,0,1,0,10,0,93,0,0,77,0
Manisha,manisha@gmail.com,manisha7267,MS,F,18,65.0,65.0,65.0,83.0,80.0,65.0,-3.0,4,44.714285714285715,1,0,0,0,1,1,1,55,0,0,0,86,95,77
Piyush,piyush@gmail.com,piyush2504,MS,M,18,70.0,65.0,65.0,93.0,93.0,66.66666666666667,0.0,5,35.714285714285715,1,0,1,1,1,1,0,29,0,53,79,38,51,0
Manisha,manisha@gmail.com,manisha7316,MS,F,18,50.0,50.0,45.0,55.0,56.0,48.333333333333336,1.0,5,42.57142857142857,1,1,1,0,1,1,0,92,46,83,0,28,49,0
Preeti,preeti@gmail.com,preeti4754,MS,F,17,80.0,75.0,75.0,80.0,81.0,76.66666666666667,1.0,5,30.0,0,0,1,1,1,1,1,0,0,49,68,20,68,5
Mary,mary@gmail.com,mary3602,MS,F,17,60.0,55.00000000000001,60.0,69.0,74.0,58.333333333333336,5.0,4,20.0,1,1,1,0,1,0,0,54,7,65,0,14,0,0
Abdul,abdul@gmail.com,abdul5736,MS,M,18,55.00000000000001,55.00000000000001,55.00000000000001,100.0,96.0,55.00000000000001,-4.0,5,18.142857142857142,1,0,1,1,1,1,0,63,0,2,4,2,56,0
Vivek,vivek@gmail.com,vivek9372,MS,M,18,65.0,65.0,65.0,72.0,69.0,65.0,-3.0,4,17.0,0,0,1,1,0,1,1,0,0,16,3,0,57,43
Khushi,khushi@gmail.com,khushi8585,MS,F,17,30.0,25.0,-5.0,59.0,60.0,16.666666666666668,1.0,3,15.571428571428571,0,0,1,0,0,1,1,0,0,22,0,0,80,7
Mary,mary@gmail.com,mary1246,MS,F,18,55.00000000000001,50.0,50.0,76.0,77.0,51.666666666666664,1.0,3,23.857142857142858,1,0,0,0,1,0,1,54,0,0,0,58,0,55
Preeti,preeti@gmail.com,preeti2212,MS,F,18,70.0,60.0,55.00000000000001,80.0,81.0,61.666666666666664,1.0,3,25.0,0,1,1,1,0,0,0,0,64,54,57,0,0,0
Manisha,manisha@gmail.com,manisha7804,MS,F,19,35.0,35.0,45.0,75.0,79.0,38.333333333333336,4.0,4,18.714285714285715,1,1,0,1,0,0,1,29,46,0,47,0,0,9
Vivek,vivek@gmail.com,vivek7222,MS,M,18,70.0,60.0,60.0,67.0,68.0,63.333333333333336,1.0,3,30.428571428571427,1,0,0,1,0,1,0,94,0,0,89,0,30,0
Manisha,manisha@gmail.com,manisha4995,MS,F,17,60.0,50.0,50.0,55.0,59.0,53.333333333333336,4.0,3,13.0,1,0,1,0,1,0,0,40,0,17,0,34,0,0
Preeti,preeti@gmail.com,preeti4338,MS,F,17,25.0,20.0,20.0,56.0,56.0,21.666666666666668,0.0,3,19.142857142857142,1,0,0,0,1,1,0,29,0,0,0,25,80,0
Manisha,manisha@gmail.com,manisha8474,MS,F,18,95.0,90.0,95.0,68.0,64.0,93.33333333333333,-4.0,3,27.285714285714285,1,0,1,0,1,0,0,90,0,34,0,67,0,0
Varsha,varsha@gmail.com,varsha5829,MS,F,18,45.0,45.0,55.00000000000001,100.0,100.0,48.333333333333336,0.0,4,18.571428571428573,1,1,1,1,0,0,0,7,21,59,43,0,0,0
Mary,mary@gmail.com,mary3431,MS,F,20,75.0,70.0,75.0,80.0,81.0,73.33333333333333,1.0,5,33.857142857142854,0,1,1,0,1,1,1,0,22,26,0,62,74,53
Preeti,preeti@gmail.com,preeti8106,MS,F,18,35.0,40.0,45.0,56.0,52.0,40.0,-4.0,3,25.714285714285715,1,0,0,0,1,0,1,97,0,0,0,45,0,38
Varsha,varsha@gmail.com,varsha1368,MS,F,18,75.0,75.0,75.0,66.0,65.0,75.0,-1.0,5,15.285714285714286,1,1,0,1,1,1,0,3,30,0,40,5,29,0
Mary,mary@gmail.com,mary1094,MS,F,17,50.0,50.0,50.0,89.0,88.0,50.0,-1.0,4,28.571428571428573,1,0,1,0,1,1,0,63,0,28,0,64,45,0
Ram,ram@gmail.com,ram9695,MS,M,18,75.0,70.0,70.0,62.0,66.0,71.66666666666667,4.0,4,30.714285714285715,0,1,0,0,1,1,1,0,53,0,0,57,18,87
Abdul,abdul@gmail.com,abdul8210,MS,M,18,30.0,25.0,30.0,56.0,56.0,28.333333333333332,0.0,3,9.0,0,1,1,0,1,0,0,0,3,6,0,54,0,0
Piyush,piyush@gmail.com,piyush3134,MS,M,17,60.0,60.0,55.00000000000001,94.0,90.0,58.333333333333336,-4.0,4,32.42857142857143,1,0,0,1,1,1,0,75,0,0,75,57,20,0
Abdul,abdul@gmail.com,abdul8020,MS,M,19,35.0,30.0,5.0,92.0,90.0,23.333333333333332,-2.0,4,27.714285714285715,0,1,1,0,0,1,1,0,36,98,0,0,1,59
Ram,ram@gmail.com,ram1969,MS,M,18,30.0,25.0,25.0,69.0,71.0,26.666666666666668,2.0,3,18.0,0,0,1,1,0,0,1,0,0,24,33,0,0,69
Manisha,manisha@gmail.com,manisha8167,MS,F,18,50.0,45.0,50.0,67.0,71.0,48.333333333333336,4.0,3,22.714285714285715,1,0,1,1,0,0,0,79,0,5,75,0,0,0
Khushi,khushi@gmail.com,khushi2163,MS,F,18,30.0,25.0,30.0,72.0,68.0,28.333333333333332,-4.0,3,11.428571428571429,1,0,0,1,1,0,0,59,0,0,13,8,0,0
Manisha,manisha@gmail.com,manisha2286,MS,F,19,35.0,25.0,0.0,74.0,78.0,20.0,4.0,4,40.857142857142854,1,1,0,1,1,0,0,53,68,0,91,74,0,0
Manisha,manisha@gmail.com,manisha3555,MS,F,18,30.0,40.0,35.0,56.0,51.0,35.0,-5.0,3,19.0,1,1,1,0,0,0,0,35,13,85,0,0,0,0
Manisha,manisha@gmail.com,manisha3096,MS,F,18,25.0,20.0,-5.0,56.0,55.0,13.333333333333334,-1.0,4,37.42857142857143,1,0,0,0,1,1,1,86,0,0,0,86,45,45
Ansh,ansh@gmail.com,ansh9438,MS,M,20,45.0,45.0,45.0,87.0,86.0,45.0,-1.0,4,29.142857142857142,0,0,1,1,0,1,1,0,0,61,95,0,32,16
Ram,ram@gmail.com,ram7188,MS,M,17,70.0,80.0,80.0,87.0,92.0,76.66666666666667,5.0,3,29.428571428571427,0,1,0,0,0,1,1,0,94,0,0,0,56,56
Ram,ram@gmail.com,ram1477,MS,M,21,55.00000000000001,45.0,40.0,93.0,88.0,46.666666666666664,-5.0,4,30.571428571428573,1,1,0,1,0,0,1,62,41,0,41,0,0,70
Piyush,piyush@gmail.com,piyush9710,MS,M,18,55.00000000000001,60.0,50.0,61.0,66.0,55.0,5.0,4,31.857142857142858,0,1,1,1,0,1,0,0,59,63,30,0,71,0
Karan,karan@gmail.com,karan3025,MS,M,19,40.0,45.0,45.0,64.0,67.0,43.333333333333336,3.0,5,39.0,0,1,1,1,1,1,0,0,23,83,71,7,89,0
,,,=======,,,,,,,100.0,,,5,29.285714285714285,1,1,1,1,0,0,1,24,36,73,67,0,0,5
name,email,password,school,sex,age,,,,,100.0,,,5,16.428571428571427,1,0,1,1,1,0,1,4,0,22,4,81,0,4
Varsha,varsha@gmail.com,varsha6106,GP,F,18,25.0,30.0,30.0,64.0,66.0,28.333333333333332,2.0,3,26.0,0,0,1,1,0,0,1,0,0,53,87,0,0,42
Varsha,varsha@gmail.com,varsha8052,GP,F,17,30.0,30.0,35.0,92.0,90.0,31.666666666666668,-2.0,3,11.571428571428571,1,0,0,0,1,0,1,32,0,0,0,19,0,30
Mary,mary@gmail.com,mary8790,GP,F,15,30.0,35.0,45.0,53.0,51.0,36.666666666666664,-2.0,3,21.0,1,1,0,0,1,0,0,43,86,0,0,18,0,0
Mary,mary@gmail.com,mary1453,GP,F,15,80.0,75.0,80.0,96.0,98.0,78.33333333333333,2.0,4,25.428571428571427,0,1,0,0,1,1,1,0,20,0,0,55,26,77
Khushi,khushi@gmail.com,khushi4126,GP,F,16,35.0,55.00000000000001,55.00000000000001,95.0,99.0,48.333333333333336,4.0,5,45.142857142857146,1,1,1,1,0,0,1,17,85,95,89,0,0,30
Ansh,ansh@gmail.com,ansh3135,GP,M,16,75.0,75.0,75.0,78.0,75.0,75.0,-3.0,5,34.0,1,0,1,1,1,0,1,66,0,61,8,32,0,71
Abdul,abdul@gmail.com,abdul5808,GP,M,16,55.00000000000001,55.00000000000001,50.0,52.0,47.0,53.333333333333336,-5.0,3,22.714285714285715,1,1,1,0,0,0,0,18,76,65,0,0,0,0
Preeti,preeti@gmail.com,preeti7045,GP,F,17,30.0,25.0,30.0,62.0,63.0,28.333333333333332,1.0,4,16.714285714285715,0,0,1,1,1,0,1,0,0,2,40,35,0,40
Vivek,vivek@gmail.com,vivek5106,GP,M,15,80.0,90.0,95.0,69.0,70.0,88.33333333333333,1.0,5,27.428571428571427,1,1,1,0,1,1,0,59,46,21,0,60,6,0
Abdul,abdul@gmail.com,abdul6631,GP,M,15,75.0,80.0,80.0,100.0,100.0,78.33333333333333,0.0,4,31.857142857142858,1,1,0,1,1,0,0,86,7,0,81,49,0,0
Preeti,preeti@gmail.com,preeti8549,GP,F,15,50.0,40.0,45.0,62.0,63.0,45.0,1.0,4,39.714285714285715,1,0,1,0,1,0,1,28,0,77,0,81,0,92
Mary,mary@gmail.com,mary4116,GP,F,15,55.00000000000001,65.0,65.0,99.0,96.0,61.666666666666664,-3.0,4,34.857142857142854,0,0,1,1,1,1,0,0,0,62,78,12,92,0
Piyush,piyush@gmail.com,piyush6043,GP,M,15,65.0,65.0,65.0,57.0,52.0,65.0,-5.0,4,33.857142857142854,1,1,1,1,0,0,0,81,84,12,60,0,0,0
Karan,karan@gmail.com,karan8714,GP,M,15,45.0,45.0,50.0,57.0,53.0,46.666666666666664,-4.0,5,18.571428571428573,1,0,0,1,1,1,1,20,0,0,0,73,8,29
Ansh,ansh@gmail.com,ansh8896,GP,M,15,70.0,80.0,80.0,71.0,71.0,76.66666666666667,0.0,4,32.714285714285715,0,1,1,1,0,1,0,0,40,86,27,0,76,0
Mary,mary@gmail.com,mary5413,GP,F,16,70.0,70.0,70.0,78.0,79.0,70.0,1.0,4,20.285714285714285,0,1,1,0,1,1,0,0,83,3,0,46,10,0
Khushi,khushi@gmail.com,khushi4904,GP,F,16,65.0,70.0,70.0,78.0,81.0,68.33333333333333,3.0,5,37.142857142857146,0,1,1,1,0,1,1,0,17,87,10,0,78,68
Preeti,preeti@gmail.com,preeti1793,GP,F,16,40.0,50.0,50.0,68.0,64.0,46.666666666666664,-4.0,5,50.857142857142854,0,1,0,1,1,1,1,0,68,0,98,56,69,65
Karan,karan@gmail.com,karan7611,GP,M,17,30.0,25.0,25.0,60.0,58.0,26.666666666666668,-2.0,3,29.714285714285715,0,0,1,1,0,1,0,0,0,84,65,0,59,0
Anshul,anshul@gmail.com,anshul6355,GP,M,16,45.0,55.00000000000001,55.00000000000001,98.0,97.0,51.666666666666664,-1.0,3,18.428571428571427,1,1,0,0,0,1,0,19,48,0,0,0,62,0
Ansh,ansh@gmail.com,ansh6550,GP,M,15,60.0,65.0,70.0,54.0,56.0,65.0,2.0,3,23.571428571428573,0,0,1,0,1,1,0,0,0,45,0,39,81,0
Piyush,piyush@gmail.com,piyush4934,GP,M,15,65.0,80.0,80.0,93.0,91.0,75.0,-2.0,3,19.142857142857142,0,1,0,0,1,0,1,0,4,0,0,30,0,100
Karan,karan@gmail.com,karan3588,GP,M,16,70.0,70.0,75.0,56.0,60.0,71.66666666666667,4.0,3,15.142857142857142,0,0,0,1,0,1,1,0,0,0,18,0,83,5
Karan,karan@gmail.com,karan5968,GP,M,16,65.0,65.0,60.0,71.0,72.0,63.333333333333336,1.0,5,22.142857142857142,0,1,1,0,1,1,1,0,20,27,0,4,84,20
Mary,mary@gmail.com,mary2364,GP,F,15,50.0,45.0,40.0,66.0,70.0,45.0,4.0,3,21.142857142857142,0,0,1,0,0,1,1,0,0,63,0,0,14,71
