name,email,password,school,sex,age,first_year_marks_percentage,second_year_marks_percentage,third_year_marks_percentage,first_year_attendance,second_year_attendance,overall_performance,attendance_improvement,total_courses_enrolled,average_course_completion,daily_study_hours,average_monthly_performance,Web Development_enrolled,PowerBI_enrolled,C++ DSA_enrolled,Python_enrolled,Java_enrolled,MongoDB_enrolled,Machine Learning_enrolled,Web Development_completion,PowerBI_completion,C++ DSA_completion,Python_completion,Java_completion,MongoDB_completion,Machine Learning_completion,Web Development_teacher_completion,PowerBI_teacher_completion,C++ DSA_teacher_completion,Python_teacher_completion,Java_teacher_completion,MongoDB_teacher_completion,Machine Learning_teacher_completion
Khushi,khushi@gmail.com,khushi8131,GP,F,16,35.0,30.0,-5.0,55,59,20.0,4,5,33.714285714285715,2,81.1458825450221,1,1,1,1,0,0,1,9,66,45,35,0,0,81,93,89,97,61,0,0,89
Manisha,manisha@gmail.com,manisha3228,GP,F,16,50.0,55.00000000000001,45.0,89,84,50.0,-5,4,32.57142857142857,4,63.18410406081665,1,0,1,0,1,1,0,65,0,60,0,81,22,0,73,0,65,0,92,94,0
Anshul,anshul@gmail.com,anshul8455,GP,M,17,55.00000000000001,50.0,50.0,95,95,51.666666666666664,0,4,28.428571428571427,1,66.20760389267572,1,0,0,1,0,1,1,71,0,0,85,0,13,30,74,0,0,99,0,100,68
Khushi,khushi@gmail.com,khushi2903,GP,F,16,60.0,60.0,50.0,53,52,56.666666666666664,-1,3,28.571428571428573,6,62.47685807389703,1,0,1,0,0,0,1,77,0,45,0,0,0,78,96,0,83,0,0,0,93
Vivek,vivek@gmail.com,vivek4626,GP,M,17,30.0,25.0,30.0,90,90,28.333333333333332,0,3,27.714285714285715,1,88.52966078074205,0,0,1,0,1,1,0,0,0,30,0,77,87,0,0,0,85,0,78,98,0
Abdul,abdul@gmail.com,abdul5315,GP,M,16,50.0,40.0,45.0,75,77,45.0,2,3,10.571428571428571,2,85.87706644069873,1,0,1,0,1,0,0,16,0,27,0,31,0,0,84,0,52,0,33,0,0
Abdul,abdul@gmail.com,abdul9094,GP,M,17,55.00000000000001,55.00000000000001,60.0,91,91,56.666666666666664,0,5,39.42857142857143,4,78.34144903830907,0,1,1,0,1,1,1,0,84,2,0,34,79,77,0,95,20,0,57,98,99
Karan,karan@gmail.com,karan7795,GP,M,16,50.0,45.0,45.0,91,89,46.666666666666664,-2,4,29.571428571428573,2,75.44333785117486,1,1,1,1,0,0,0,1,83,34,89,0,0,0,39,94,47,98,0,0,0
Abdul,abdul@gmail.com,abdul2455,GP,M,16,60.0,65.0,60.0,67,68,61.666666666666664,1,3,31.714285714285715,6,78.36228585655704,0,1,0,0,1,1,0,0,32,0,0,99,91,0,0,36,0,0,99,96,0
Khushi,khushi@gmail.com,khushi6940,GP,F,17,85.0,90.0,90.0,99,100,88.33333333333333,1,4,29.714285714285715,7,68.9225371306202,0,1,1,0,0,1,1,0,11,62,0,0,63,72,0,65,97,0,0,88,72
Mary,mary@gmail.com,mary5394,GP,F,17,45.0,45.0,40.0,68,73,43.333333333333336,5,4,25.142857142857142,2,86.58975377049126,1,0,1,1,1,0,0,75,0,20,59,22,0,0,88,0,63,72,29,0,0
Manisha,manisha@gmail.com,manisha9128,GP,F,16,60.0,65.0,60.0,66,61,61.666666666666664,-5,4,40.857142857142854,2,70.35830233740876,0,0,1,1,1,0,1,0,0,98,60,94,0,34,0,0,100,83,97,0,49
Karan,karan@gmail.com,karan5023,GP,M,17,60.0,60.0,55.00000000000001,72,68,58.333333333333336,-4,3,13.714285714285714,8,86.06179634959399,1,1,0,0,0,0,1,5,76,0,0,0,0,15,73,84,0,0,0,0,74
Ram,ram@gmail.com,ram6278,GP,M,16,55.00000000000001,60.0,55.00000000000001,64,61,56.666666666666664,-3,4,46.142857142857146,1,62.76073300616283,1,1,0,1,0,1,0,71,82,0,84,0,86,0,80,90,0,90,0,99,0
Anshul,anshul@gmail.com,anshul4142,GP,M,16,75.0,75.0,75.0,77,74,75.0,-3,4,27.0,5,61.37557722278579,1,1,0,0,1,0,1,17,21,0,0,92,0,59,39,27,0,0,96,0,86
Preeti,preeti@gmail.com,preeti5276,GP,F,17,40.0,35.0,45.0,68,70,40.0,2,3,27.571428571428573,5,73.10322964744168,0,0,0,1,1,1,0,0,0,0,40,79,74,0,0,0,0,68,79,94,0
Abdul,abdul@gmail.com,abdul8083,GP,M,17,40.0,45.0,50.0,68,63,45.0,-5,3,23.142857142857142,4,69.73769856553758,0,0,1,0,0,1,1,0,0,35,0,0,91,36,0,0,62,0,0,97,55
Manisha,manisha@gmail.com,manisha5805,GP,F,16,55.00000000000001,60.0,65.0,65,68,60.0,3,4,26.428571428571427,1,65.09552293940949,1,1,0,1,0,0,1,49,21,0,87,0,0,28,81,38,0,95,0,0,91
Manisha,manisha@gmail.com,manisha2212,GP,F,17,40.0,40.0,45.0,69,70,41.666666666666664,1,5,26.285714285714285,2,64.35924284153873,1,1,0,1,0,1,1,49,13,0,8,0,75,39,53,42,0,38,0,84,80
Piyush,piyush@gmail.com,piyush7659,GP,M,17,30.0,35.0,35.0,55,58,33.333333333333336,3,4,34.142857142857146,2,61.29047801918608,1,0,1,0,1,0,1,66,0,71,0,7,0,95,84,0,85,0,45,0,100
Vivek,vivek@gmail.com,vivek7482,GP,M,16,40.0,45.0,50.0,67,65,45.0,-2,5,40.285714285714285,5,70.78526768051776,1,0,1,1,1,1,0,19,0,82,86,11,84,0,68,0,83,91,31,97,0
Abdul,abdul@gmail.com,abdul2017,GP,M,16,65.0,70.0,70.0,76,78,68.33333333333333,2,4,32.42857142857143,6,79.42491201811995,0,1,1,1,1,0,0,0,77,3,80,67,0,0,0,78,20,83,98,0,0
Manisha,manisha@gmail.com,manisha7285,GP,F,17,70.0,75.0,75.0,75,74,73.33333333333333,-1,5,31.285714285714285,3,63.23856584727165,1,0,1,1,1,1,0,16,0,69,11,74,49,0,36,0,81,78,81,86,0
Anshul,anshul@gmail.com,anshul9446,GP,M,17,90.0,80.0,85.0,93,98,85.0,5,5,32.142857142857146,7,72.13413017313245,1,1,0,1,1,1,0,41,50,0,16,50,68,0,62,52,0,96,59,77,0
Anshul,anshul@gmail.com,anshul8140,GP,M,16,45.0,45.0,50.0,84,89,46.666666666666664,5,3,26.857142857142858,3,74.17114369405631,0,0,0,1,0,1,1,0,0,0,66,0,87,35,0,0,0,80,0,97,79
Preeti,preeti@gmail.com,preeti8104,GP,F,17,85.0,85.0,85.0,50,46,85.0,-4,5,29.714285714285715,6,63.541128348973515,1,0,1,1,1,1,0,12,0,22,98,69,7,0,49,0,51,99,73,96,0
Varsha,varsha@gmail.com,varsha9124,GP,F,16,45.0,45.0,50.0,80,84,46.666666666666664,4,3,21.0,7,64.90821249590377,0,0,0,1,1,0,1,0,0,0,75,62,0,10,0,0,0,79,79,0,99
Preeti,preeti@gmail.com,preeti1065,GP,F,16,85.0,85.0,85.0,100,96,85.0,-4,3,28.0,7,80.35765729004325,0,1,1,0,0,1,0,0,4,93,0,0,99,0,0,78,97,0,0,99,0
Mary,mary@gmail.com,mary6777,GP,F,16,40.0,50.0,50.0,70,71,46.666666666666664,1,3,29.142857142857142,2,76.49683586304434,0,1,1,0,1,0,0,0,63,78,0,63,0,0,0,79,87,0,68,0,0
Varsha,varsha@gmail.com,varsha7902,GP,F,17,50.0,50.0,55.00000000000001,98,97,51.666666666666664,-1,3,24.142857142857142,4,70.05215011231141,1,1,0,1,0,0,0,13,64,0,92,0,0,0,70,78,0,94,0,0,0
Preeti,preeti@gmail.com,preeti6642,GP,F,17,35.0,30.0,30.0,84,82,31.666666666666668,-2,3,23.285714285714285,3,70.23475731091617,1,0,1,1,0,0,0,60,0,76,27,0,0,0,77,0,83,36,0,0,0
Varsha,varsha@gmail.com,varsha5381,GP,F,16,50.0,50.0,55.00000000000001,84,82,51.666666666666664,-2,4,22.714285714285715,4,88.29937415112265,0,0,1,0,1,1,1,0,0,15,0,27,95,22,0,0,92,0,41,100,80
Manisha,manisha@gmail.com,manisha9000,GP,F,17,50.0,45.0,45.0,62,63,46.666666666666664,1,5,34.142857142857146,4,74.5941095142677,1,1,1,1,0,1,0,38,54,58,31,0,58,0,60,92,97,63,0,86,0
Khushi,khushi@gmail.com,khushi4713,GP,F,16,35.0,35.0,35.0,73,76,35.0,3,3,17.142857142857142,2,75.42482554696815,1,0,0,0,1,1,0,40,0,0,0,9,71,0,65,0,0,0,98,89,0
Preeti,preeti@gmail.com,preeti7978,GP,F,16,50.0,55.00000000000001,60.0,50,51,55.0,1,3,33.285714285714285,3,62.78613974971019,0,0,0,0,1,1,1,0,0,0,0,43,97,93,0,0,0,0,48,100,93
Mary,mary@gmail.com,mary8359,GP,F,16,40.0,40.0,45.0,58,54,41.666666666666664,-4,4,33.57142857142857,2,60.41833778438609,1,1,0,0,1,1,0,95,70,0,0,39,31,0,97,74,0,0,80,53,0
Varsha,varsha@gmail.com,varsha7932,GP,F,17,35.0,35.0,35.0,68,63,35.0,-5,5,55.142857142857146,8,75.0977605875871,1,1,0,1,0,1,1,90,53,0,81,0,97,65,90,82,0,99,0,99,66
Khushi,khushi@gmail.com,khushi4232,GP,F,19,40.0,40.0,40.0,65,60,40.0,-5,4,13.857142857142858,2,74.03198343637301,0,1,1,0,1,1,0,0,40,22,0,20,15,0,0,60,83,0,59,88,0
Vivek,vivek@gmail.com,vivek5337,GP,M,17,65.0,65.0,70.0,95,97,66.66666666666667,2,3,18.142857142857142,1,86.38706711811399,0,0,0,0,1,1,1,0,0,0,0,63,5,59,0,0,0,0,87,24,87
Varsha,varsha@gmail.com,varsha6004,GP,F,16,60.0,65.0,70.0,68,68,65.0,0,5,26.0,6,60.799685011072356,1,1,0,0,1,1,1,88,2,0,0,13,33,46,92,24,0,0,41,45,57
Karan,karan@gmail.com,karan6339,GP,M,18,30.0,35.0,40.0,74,75,35.0,1,4,28.428571428571427,6,75.64448637691447,1,0,0,1,1,0,1,55,0,0,59,42,0,43,59,0,0,60,68,0,76
Mary,mary@gmail.com,mary2617,GP,F,17,35.0,45.0,45.0,50,54,41.666666666666664,4,5,38.857142857142854,4,71.62171965297415,1,1,0,1,0,1,1,47,62,0,48,0,83,32,55,91,0,88,0,86,79
Mary,mary@gmail.com,mary3725,GP,F,17,70.0,75.0,75.0,86,84,73.33333333333333,-2,3,27.285714285714285,3,65.23366090141403,1,1,0,0,1,0,0,87,68,0,0,36,0,0,87,89,0,0,89,0,0
Varsha,varsha@gmail.com,varsha6484,GP,F,17,30.0,30.0,20.0,70,69,26.666666666666668,-1,5,47.285714285714285,7,76.06545564588855,0,1,1,1,0,1,1,0,98,4,92,0,71,66,0,99,37,94,0,97,97
Ansh,ansh@gmail.com,ansh5031,GP,M,18,30.0,30.0,40.0,69,74,33.333333333333336,5,3,15.142857142857142,6,84.22121248093958,0,0,0,0,1,1,1,0,0,0,0,9,97,0,0,0,0,0,96,99,76
Khushi,khushi@gmail.com,khushi5174,GP,F,17,35.0,35.0,40.0,64,65,36.666666666666664,1,4,20.571428571428573,2,74.07234579232974,1,0,0,1,0,1,1,12,0,0,68,0,11,53,73,0,0,90,0,43,57
Manisha,manisha@gmail.com,manisha7196,GP,F,17,45.0,50.0,50.0,76,75,48.333333333333336,-1,3,35.142857142857146,7,83.57528546869666,1,1,0,0,1,0,0,67,99,0,0,80,0,0,96,100,0,0,80,0,0
Preeti,preeti@gmail.com,preeti4046,GP,F,17,30.0,30.0,30.0,63,61,30.0,-2,5,40.42857142857143,1,65.4996897056548,1,1,1,0,1,0,1,81,92,31,0,61,0,18,93,94,96,0,65,0,64
Preeti,preeti@gmail.com,preeti7456,GP,F,17,35.0,30.0,5.0,92,94,23.333333333333332,2,4,28.857142857142858,6,61.90456600201614,1,1,1,0,0,0,1,73,7,40,0,0,0,82,97,36,84,0,0,0,98
Preeti,preeti@gmail.com,preeti5245,GP,F,16,80.0,80.0,85.0,75,75,81.66666666666667,0,3,22.714285714285715,2,89.74151011757746,0,1,0,0,1,0,1,0,43,0,0,38,0,78,0,97,0,0,82,0,79
Vivek,vivek@gmail.com,vivek2536,GP,M,18,65.0,70.0,70.0,92,96,68.33333333333333,4,5,9.571428571428571,8,89.42033503581091,1,1,0,1,1,1,0,3,10,0,23,2,29,0,61,89,0,79,7,90,0
Mary,mary@gmail.com,mary3111,GP,F,16,65.0,65.0,70.0,88,92,66.66666666666667,4,3,17.428571428571427,7,67.689733792656,0,1,1,0,1,0,0,0,75,36,0,11,0,0,0,77,37,0,25,0,0
Manisha,manisha@gmail.com,manisha8045,GP,F,18,45.0,40.0,35.0,82,83,40.0,1,5,20.142857142857142,6,89.31348161650709,0,1,0,1,1,1,1,0,9,0,32,31,53,16,0,69,0,39,85,54,18
Varsha,varsha@gmail.com,varsha4878,GP,F,17,80.0,75.0,75.0,90,90,76.66666666666667,0,3,24.428571428571427,6,66.48384342881606,0,1,0,0,1,1,0,0,95,0,0,75,1,0,0,100,0,0,95,47,0
Ram,ram@gmail.com,ram6512,GP,M,17,55.00000000000001,50.0,55.00000000000001,52,55,53.333333333333336,3,3,28.0,2,74.68599912725595,1,0,0,1,0,0,1,84,0,0,35,0,0,77,96,0,0,41,0,0,91
Anshul,anshul@gmail.com,anshul8596,GP,M,18,50.0,40.0,45.0,85,86,45.0,1,5,42.714285714285715,3,62.00949835241418,1,1,0,1,0,1,1,57,91,0,74,0,76,1,77,97,0,78,0,76,61
Varsha,varsha@gmail.com,varsha1661,GP,F,17,55.00000000000001,45.0,55.00000000000001,54,54,51.666666666666664,0,3,16.142857142857142,2,76.25882035583614,0,1,0,0,1,1,0,0,50,0,0,57,6,0,0,74,0,0,57,95,0
Preeti,preeti@gmail.com,preeti3391,GP,F,17,65.0,65.0,70.0,69,70,66.66666666666667,1,4,38.57142857142857,5,73.76157736205931,0,1,1,1,1,0,0,0,10,78,94,88,0,0,0,13,91,95,97,0,0
Ansh,ansh@gmail.com,ansh7680,GP,M,17,60.0,60.0,60.0,100,100,60.0,0,3,34.42857142857143,8,81.14520892314587,1,0,0,1,0,0,1,75,0,0,78,0,0,88,92,0,0,93,0,0,89
Piyush,piyush@gmail.com,piyush9470,GP,M,17,60.0,50.0,50.0,97,100,53.333333333333336,3,4,33.0,8,63.74355412762989,1,0,0,0,1,1,1,96,0,0,0,20,54,61,99,0,0,0,24,87,65
Karan,karan@gmail.com,karan8379,GP,M,16,70.0,65.0,65.0,64,64,66.66666666666667,0,5,27.571428571428573,1,82.0696120322771,1,1,0,1,1,1,0,49,10,0,40,13,81,0,61,16,0,50,49,99,0
Vivek,vivek@gmail.com,vivek3879,GP,M,16,40.0,30.0,25.0,52,57,31.666666666666668,5,5,58.857142857142854,2,80.52387002633178,0,1,1,1,1,0,1,0,71,99,100,63,0,79,0,80,99,100,68,0,94
Ram,ram@gmail.com,ram6469,GP,M,16,55.00000000000001,45.0,50.0,71,72,50.0,1,4,17.0,6,72.26888666336829,0,1,1,1,0,1,0,0,9,43,2,0,65,0,0,68,97,67,0,90,0
Piyush,piyush@gmail.com,piyush2013,GP,M,17,70.0,65.0,65.0,81,85,66.66666666666667,4,3,28.142857142857142,5,81.8321799768023,0,1,1,1,0,0,0,0,64,91,42,0,0,0,0,66,93,59,0,0,0
Khushi,khushi@gmail.com,khushi9695,GP,F,16,65.0,60.0,60.0,66,71,61.666666666666664,5,4,24.0,7,67.55068459068718,0,1,1,0,1,1,0,0,29,88,0,33,18,0,0,88,97,0,45,78,0
Varsha,varsha@gmail.com,varsha7519,GP,F,17,70.0,60.0,60.0,93,94,63.333333333333336,1,5,41.285714285714285,4,71.79043694702773,1,0,1,1,1,0,1,35,0,17,71,78,0,88,54,0,69,96,96,0,92
Anshul,anshul@gmail.com,anshul9608,GP,M,18,35.0,35.0,0.0,81,78,23.333333333333332,-3,3,16.571428571428573,6,81.19098609836232,1,1,0,0,1,0,0,64,42,0,0,10,0,0,69,51,0,0,18,0,0
Ansh,ansh@gmail.com,ansh7215,GP,M,17,55.00000000000001,55.00000000000001,55.00000000000001,53,57,55.00000000000001,4,4,43.0,8,76.33595475876811,1,1,0,1,1,0,0,19,99,0,98,85,0,0,65,100,0,100,87,0,0
Ansh,ansh@gmail.com,ansh3336,GP,M,17,45.0,50.0,55.00000000000001,52,57,50.0,5,3,9.714285714285714,5,83.60677942069637,1,0,0,0,1,0,1,4,0,0,0,25,0,39,21,0,0,0,43,0,50
Piyush,piyush@gmail.com,piyush6531,GP,M,16,30.0,0.0,0.0,62,58,10.0,-4,3,15.0,3,89.92400519521343,0,1,0,1,0,1,0,0,33,0,25,0,47,0,0,55,0,50,0,100,0
Abdul,abdul@gmail.com,abdul2231,GP,M,16,60.0,55.00000000000001,55.00000000000001,55,59,56.666666666666664,4,3,15.285714285714286,6,71.49500307523404,1,0,0,0,1,1,0,34,0,0,0,48,25,0,92,0,0,0,57,60,0
Manisha,manisha@gmail.com,manisha3825,GP,F,18,40.0,5.0,5.0,96,92,16.666666666666668,-4,4,23.0,1,82.50112931972362,1,1,1,0,0,1,0,80,8,31,0,0,42,0,96,99,46,0,0,72,0
Vivek,vivek@gmail.com,vivek6570,GP,M,16,85.0,85.0,85.0,59,54,85.0,-5,3,38.142857142857146,6,60.96050755913124,0,0,1,1,0,0,1,0,0,90,79,0,0,98,0,0,92,91,0,0,98
Karan,karan@gmail.com,karan4894,GP,M,17,55.00000000000001,55.00000000000001,60.0,50,54,56.666666666666664,4,5,24.857142857142858,5,77.68288835313815,1,1,0,1,1,1,0,11,54,0,56,41,12,0,44,63,0,90,63,96,0
Karan,karan@gmail.com,karan3191,GP,M,22,30.0,40.0,40.0,90,88,36.666666666666664,-2,5,13.571428571428571,1,77.86284888085413,1,1,0,1,1,1,0,11,32,0,16,21,15,0,54,43,0,74,90,87,0
Abdul,abdul@gmail.com,abdul5584,GP,M,18,20.0,30.0,30.0,96,100,26.666666666666668,4,4,28.142857142857142,6,70.142555264132,0,1,1,1,0,1,0,0,2,46,76,0,73,0,0,86,74,82,0,86,0
Vivek,vivek@gmail.com,vivek6663,GP,M,16,60.0,70.0,70.0,50,46,66.66666666666667,-4,5,28.142857142857142,5,85.907615776975,1,0,1,1,0,1,1,4,0,66,48,0,65,14,49,0,98,61,0,65,92
Anshul,anshul@gmail.com,anshul9470,GP,M,18,35.0,45.0,45.0,100,100,41.666666666666664,0,4,32.57142857142857,3,73.90011046142672,1,0,0,1,1,1,0,5,0,0,76,97,50,0,34,0,0,97,98,91,0
Ram,ram@gmail.com,ram7482,GP,M,16,35.0,50.0,50.0,70,70,45.0,0,4,34.142857142857146,8,81.20041969108411,0,1,0,0,1,1,1,0,73,0,0,88,16,62,0,86,0,0,92,32,85
Abdul,abdul@gmail.com,abdul4260,GP,M,18,35.0,50.0,45.0,99,100,43.333333333333336,1,4,36.57142857142857,3,68.41426385646217,1,0,1,1,0,1,0,47,0,93,43,0,73,0,59,0,98,82,0,99,0
Ansh,ansh@gmail.com,ansh9445,GP,M,16,45.0,50.0,45.0,99,100,46.666666666666664,1,4,30.285714285714285,6,66.96130496463692,0,1,1,1,1,0,0,0,86,82,13,31,0,0,0,100,82,76,98,0,0
Ram,ram@gmail.com,ram9307,GP,M,17,40.0,60.0,60.0,78,78,53.333333333333336,0,3,15.142857142857142,2,83.78964938351457,1,0,1,1,0,0,0,12,0,90,4,0,0,0,29,0,97,85,0,0,0
Anshul,anshul@gmail.com,anshul1995,GP,M,17,35.0,45.0,40.0,80,75,40.0,-5,5,33.285714285714285,7,82.31693826048658,1,1,1,1,0,1,0,41,86,53,35,0,18,0,45,87,62,37,0,77,0
Manisha,manisha@gmail.com,manisha7915,GP,F,17,75.0,65.0,70.0,98,100,70.0,2,4,37.142857142857146,7,89.08959849019328,1,0,1,0,1,0,1,52,0,54,0,100,0,54,66,0,56,0,100,0,80
Karan,karan@gmail.com,karan4795,GP,M,19,50.0,50.0,50.0,51,51,50.0,0,5,49.142857142857146,5,63.241562870263465,1,1,0,1,1,1,0,47,77,0,54,88,78,0,64,89,0,99,89,80,0
Ansh,ansh@gmail.com,ansh9523,GP,M,18,80.0,75.0,75.0,91,87,76.66666666666667,-4,5,51.142857142857146,2,82.32014892500717,1,1,1,1,0,1,0,100,90,38,47,0,83,0,100,94,69,68,0,86,0
Manisha,manisha@gmail.com,manisha2730,GP,F,17,55.00000000000001,50.0,5.0,99,98,36.666666666666664,-1,5,47.0,7,89.24799211001125,0,1,1,0,1,1,1,0,51,72,0,94,88,24,0,57,73,0,99,91,69
Preeti,preeti@gmail.com,preeti9997,GP,F,18,85.0,90.0,90.0,82,82,88.33333333333333,0,3,8.857142857142858,7,61.79641681969887,1,1,0,1,0,0,0,27,12,0,23,0,0,0,40,39,0,85,0,0,0
Karan,karan@gmail.com,karan4648,GP,M,18,40.0,40.0,40.0,63,67,40.0,4,5,28.428571428571427,1,85.56353218646964,1,1,1,0,1,1,0,9,78,82,0,8,22,0,82,96,86,0,59,49,0
Ram,ram@gmail.com,ram9326,GP,M,18,60.0,55.00000000000001,55.00000000000001,50,46,56.666666666666664,-4,4,37.857142857142854,8,72.71099268942615,1,1,0,1,1,0,0,65,80,0,78,42,0,0,98,90,0,99,83,0,0
Khushi,khushi@gmail.com,khushi8182,GP,F,17,50.0,45.0,45.0,83,88,46.666666666666664,5,5,36.714285714285715,3,65.91683314363519,1,1,0,0,1,1,1,15,84,0,0,46,38,74,33,97,0,0,74,67,76
Mary,mary@gmail.com,mary1144,GP,F,18,45.0,50.0,0.0,72,72,31.666666666666668,0,3,26.0,8,77.8172853868218,1,0,0,1,0,0,1,50,0,0,51,0,0,81,69,0,0,69,0,0,98
Ram,ram@gmail.com,ram9399,GP,M,18,80.0,80.0,80.0,56,59,80.0,3,3,5.142857142857143,7,84.39087899168442,0,0,1,1,0,0,1,0,0,20,13,0,0,3,0,0,30,34,0,0,31
Anshul,anshul@gmail.com,anshul4782,GP,M,17,45.0,45.0,50.0,89,86,46.666666666666664,-3,4,46.0,8,62.58337989109872,1,0,0,0,1,1,1,62,0,0,0,87,92,81,76,0,0,0,97,92,86
Manisha,manisha@gmail.com,manisha6089,GP,F,18,60.0,50.0,55.00000000000001,85,85,55.0,0,4,21.142857142857142,2,66.7927606172553,0,1,1,0,0,1,1,0,21,47,0,0,32,48,0,86,88,0,0,62,81
Ram,ram@gmail.com,ram5000,GP,M,18,45.0,40.0,45.0,59,56,43.333333333333336,-3,4,33.142857142857146,8,71.24436380404606,1,1,0,1,0,1,0,61,70,0,88,0,13,0,98,84,0,99,0,35,0
Varsha,varsha@gmail.com,varsha9499,GP,F,18,30.0,0.0,0.0,62,60,10.0,-2,3,22.285714285714285,1,76.4116102733788,1,0,1,0,1,0,0,85,0,49,0,22,0,0,89,0,67,0,45,0,0
Manisha,manisha@gmail.com,manisha5432,GP,F,19,45.0,45.0,45.0,68,71,45.0,3,5,49.857142857142854,3,67.77201004135804,0,0,1,1,1,1,1,0,0,93,65,70,65,56,0,0,99,71,75,82,74
Preeti,preeti@gmail.com,preeti3813,GP,F,18,75.0,70.0,70.0,80,79,71.66666666666667,-1,4,29.285714285714285,6,72.11474254028192,1,1,1,0,0,0,1,86,2,29,0,0,0,88,87,88,70,0,0,0,99
Khushi,khushi@gmail.com,khushi7093,GP,F,18,60.0,60.0,60.0,92,88,60.0,-4,3,9.857142857142858,6,68.69710358047428,1,0,0,0,0,1,1,1,0,0,0,0,4,64,16,0,0,0,0,58,86
Piyush,piyush@gmail.com,piyush4777,GP,M,17,80.0,75.0,75.0,94,92,76.66666666666667,-2,4,34.57142857142857,1,66.4064734715036,0,1,0,1,0,1,1,0,57,0,38,0,75,72,0,88,0,59,0,85,92
Manisha,manisha@gmail.com,manisha8875,GP,F,17,50.0,50.0,50.0,68,68,50.0,0,5,27.857142857142858,8,82.1054887035759,1,1,1,0,0,1,1,53,22,70,0,0,7,43,53,74,86,0,0,89,72
Preeti,preeti@gmail.com,preeti3102,GP,F,17,60.0,60.0,60.0,80,85,60.0,5,5,43.0,8,76.1627015464209,1,1,1,1,1,0,0,96,94,37,38,36,0,0,100,95,78,75,68,0,0
Preeti,preeti@gmail.com,preeti3661,GP,F,18,50.0,45.0,45.0,60,56,46.666666666666664,-4,5,49.857142857142854,3,82.84051606025932,1,1,0,0,1,1,1,90,61,0,0,88,45,65,91,100,0,0,94,69,94
Ansh,ansh@gmail.com,ansh8997,GP,M,18,45.0,45.0,45.0,81,80,45.0,-1,3,30.857142857142858,3,80.24654924641277,1,1,0,1,0,0,0,34,99,0,83,0,0,0,87,99,0,88,0,0,0
Manisha,manisha@gmail.com,manisha8038,GP,F,18,45.0,40.0,40.0,85,88,41.666666666666664,3,5,19.428571428571427,1,89.59775394922806,1,1,0,0,1,1,1,4,61,0,0,16,15,40,36,64,0,0,85,82,53
Abdul,abdul@gmail.com,abdul7525,GP,M,18,50.0,55.00000000000001,50.0,71,66,51.666666666666664,-5,4,23.285714285714285,3,81.80421035101307,0,0,1,1,1,0,1,0,0,69,33,33,0,28,0,0,90,96,95,0,68
Ram,ram@gmail.com,ram1534,GP,M,17,40.0,40.0,40.0,87,82,40.0,-5,5,39.0,5,73.4940435780195,1,1,0,1,1,0,1,83,39,0,73,28,0,50,97,90,0,97,96,0,85
Vivek,vivek@gmail.com,vivek8566,GP,M,17,55.00000000000001,45.0,50.0,70,65,50.0,-5,4,38.714285714285715,7,65.3482388280738,0,0,1,1,1,1,0,0,0,68,99,14,90,0,0,0,75,100,41,98,0
Preeti,preeti@gmail.com,preeti2867,GP,F,18,60.0,60.0,60.0,80,78,60.0,-2,3,19.142857142857142,8,61.70622762519745,1,1,0,0,0,1,0,1,47,0,0,0,86,0,77,57,0,0,0,98,0
Preeti,preeti@gmail.com,preeti9581,GP,F,18,35.0,40.0,45.0,50,54,40.0,4,4,13.857142857142858,7,72.44749155399539,1,0,0,1,1,0,1,5,0,0,41,40,0,11,40,0,0,92,43,0,53
Khushi,khushi@gmail.com,khushi5857,GP,F,17,55.00000000000001,50.0,60.0,100,100,55.0,0,5,52.57142857142857,4,68.71990762983734,1,1,1,1,0,1,0,88,34,75,74,0,97,0,92,88,89,75,0,97,0
Anshul,anshul@gmail.com,anshul1892,GP,M,17,60.0,50.0,55.00000000000001,74,71,55.0,-3,5,30.857142857142858,3,82.54417318198395,1,1,1,1,1,0,0,36,14,27,93,46,0,0,74,46,28,100,73,0,0
Varsha,varsha@gmail.com,varsha9650,GP,F,18,85.0,85.0,90.0,59,62,86.66666666666667,3,5,17.285714285714285,5,81.71113880895899,1,1,0,1,1,0,1,8,1,0,36,16,0,60,27,16,0,85,100,0,65
Preeti,preeti@gmail.com,preeti2339,GP,F,17,65.0,60.0,60.0,75,75,61.666666666666664,0,4,21.142857142857142,3,82.46276861488782,1,0,0,1,1,1,0,0,0,0,34,59,55,0,55,0,0,99,99,98,0
Abdul,abdul@gmail.com,abdul6776,GP,M,18,75.0,70.0,70.0,88,87,71.66666666666667,-1,3,25.857142857142858,6,84.79419631108668,1,0,1,1,0,0,0,21,0,64,96,0,0,0,54,0,72,97,0,0,0
Vivek,vivek@gmail.com,vivek3058,GP,M,18,70.0,60.0,70.0,54,52,66.66666666666667,-2,5,38.285714285714285,8,78.88849268163281,1,0,0,1,1,1,1,77,0,0,9,66,49,67,84,0,0,55,95,60,95
Piyush,piyush@gmail.com,piyush3704,GP,M,18,60.0,55.00000000000001,55.00000000000001,67,67,56.666666666666664,0,5,41.57142857142857,1,84.69454719044451,1,1,1,0,1,1,0,78,10,78,0,40,85,0,100,22,86,0,66,94,0
Preeti,preeti@gmail.com,preeti9532,GP,F,17,80.0,80.0,80.0,96,94,80.0,-2,4,34.285714285714285,5,65.82225886597443,0,0,0,1,1,1,1,0,0,0,67,76,18,79,0,0,0,80,85,85,84
